Kood;Vanem;Tegevusala tekst;SIIA KUULUB;SIIA KUULUB VEEL;SIIA EI KUULU;ERIALALIIDUD;ON ERINÕUDEID?
222;22;Plasttoodete tootmine;Siia gruppi kuulub uute või kasutatud (ringlussevõetud) plastvaikude töötlemine vahe- või lõpptoodeteks survevormimise, ekstrusioon-puhumisvormimise, survevalu jms ning valutöötlemise teel. Nende töötlemisviisidega saab valmistada väga erinevaid tooteid.;;peamiselt või ainult mootorsõidukites kasutatavate plastosade või lisaseadmete tootmine, vt 293;;EI
2221;222;Plastplaatide, -lehtede, -torude ja -profiilide tootmine;"Siia klassi kuulub:
- plastist pooltoodete tootmine:
 • plaadid, lehed, plokid, kile, foolium, ribad jms
- plastist valmistoodete tootmine:
 • torud ja voolikud ning toru- ja voolikuliitmikud
 • tsellofaankiled või -lehed
- polüuretaanist elastsete või jäikade plaatide ja lehtede tootmine
- tugevdatud, lamineeritud, tugevdatud või sarnaselt muude materjalidega kombineeritud plastist plaatide, lehtede, kile, fooliumi ja ribade tootmine
- isekleepuvate plastist plaatide, lehtede, kile, fooliumi, lintide ja ribade tootmine";;"plasti tootmine algkujul, vt 2016
looduslikust või sünteeskautšukist toodete tootmine, vt 221
metalltorude isoleerimine polüuretaanvahuga ja nende ümbritsemine plasttorudega, nt auru- ja soojaveevarustussüsteemides, vt 2225";;JAH
22211;2221;Plastplaatide, -lehtede, -torude ja -profiilide tootmine;"Siia klassi kuulub:
- plastist pooltoodete tootmine: plaadid, lehed, plokid, kile, foolium, ribad jms
- plastist valmistoodete tootmine: torud ja voolikud ning toru- ja voolikuliitmikud; tsellofaankiled või -lehed
- polüuretaanist elastsete või jäikade plaatide ja lehtede tootmine
- tugevdatud, lamineeritud, tugevdatud või sarnaselt muude materjalidega kombineeritud plastist plaatide, lehtede, kile, fooliumi ja ribade tootmine
- isekleepuvate plastist plaatide, lehtede, kile, fooliumi, lintide ja ribade tootmine";iseliimuvate plasttahvlite, -lehtede, -lintide, -ribade, -fooliumi jms tootmine;"plasti tootmine algkujul, vt 20161
looduslikust või sünteeskautšukist toodete tootmine, vt 221
metalltorude isoleerimine polüuretaanvahuga ja nende ümbritsemine plasttorudega, nt auru- ja soojaveevarustussüsteemides, vt 22251";;JAH
2222;222;Plasttaara tootmine;"Siia klassi kuulub:
- plasttaara tootmine
 • plastist kotid, anumad, karbid, kastid, kanistrid, pudelid jms";;plastist kohvrite ja käekottide tootmine, vt 1512;;JAH
22221;2222;Plasttaara tootmine;"Siia klassi kuulub:
- plasttaara tootmine: plastist kotid, anumad, karbid, kastid, kanistrid, pudelid jms";;plastist kohvrite ja käekottide tootmine, vt 15121;;JAH
2223;222;Plastuste ja -akende tootmine;"Siia klassi kuulub:
- plastist uste, akende ja nende raamide tootmine
- erinevatest materjalidest valmistatud, kuid plastist raamidega uste ja akende tootmine
- plastist aknaluukide, ruloode (k.a ribakardinate) jms sarnaste toodete ja nende osade tootmine
- erinevatest materjalidest valmistatud, kuid plastist raamidega luukide tootmine ustele ja akendele";;;;EI
22231;2223;Plastuste, -akende, -vaheseinte jms tootmine;"Siia klassi kuulub:
- plastist uste, akende ja nende raamide tootmine
- erinevatest materjalidest valmistatud, kuid plastist raamidega uste ja akende tootmine
- plastist aknaluukide, ruloode (k.a ribakardinate) jms sarnaste toodete ja nende osade tootmine
- erinevatest materjalidest valmistatud, kuid plastist raamidega luukide tootmine ustele ja akendele";;;;EI
2224;222;Plastist ehitustoodete tootmine;"Siia klassi kuulub:
- plastist ehitustoodete tootmine:
 • põrandaliistud
 • vaadid, mahutid
 • plastist seina-, põranda- või laekatted rullides, plaatidena vm kujul
 • plastist sanitaarseadmed, nt vannid, dušinurga-alused, valamud, kraanikausid, bideed, klosetipotid, prill-lauad ja nende kaaned, loputuskastid jms
- elastsete põrandakatete, nt vinüüli, linoleumi tootmine
Siia klassi kuulub ka:
- sanitaarseadmete tootmine plastide ja mineraalide segust, milles mineraalid on täiteaineks";;"kummipõrandate tootmine, vt 2212
plastist uste ja akende tootmine, vt 2223";;JAH
22241;2224;Plastist sanitaartoodete tootmine (vannid, kraanikausid jne);"Siia klassi kuulub:
- plastist sanitaarseadmed, nt vannid, dušinurga-alused, valamud, kraanikausid, bideed, klosetipotid, prill-lauad ja nende kaaned, loputuskastid jms
Siia klassi kuulub ka:
- sanitaarseadmete tootmine plastide ja mineraalide segust, milles mineraalid on täiteaineks";plastist kompostivate kuivkäimlate tootmine;"kummipõrandate tootmine, vt 22121
plastist uste ja akende tootmine, vt 22231";;EI
22249;2224;Muude plastist ehitustoodete tootmine;"Siia klassi kuulub:
- plastist ehitustoodete tootmine: põrandaliistud; vaadid, mahutid; plastist seina-, põranda- või laekatted rullides, plaatidena vm kujul
- elastsete põrandakatete, nt vinüüli, linoleumi tootmine";"kokkupandavate plastidest ehitiste tootmine
magistraalliinide, torustike ja elektrivooluringi kaabli kanderaamide tootmine
plastist liitmike ja kinnitusdetailide tootmine ehitusdetailidele (nt uksed, aknad, trepid jms) alaliseks paigaldamiseks";"kummipõrandate tootmine, vt 22121
plastist uste ja akende tootmine, vt 22231
plastist valmisehitiste kokkupanek ja püstitus ehitusplatsil, vt 41001";;JAH
2225;222;Plasttoodete töötlemine ja viimistlemine;"Siia klassi kuuluvad plasttoodete töötlemise ja viimistlemisega seotud üldised tegevused, mida tavaliselt tehakse tasu eest või lepingu alusel:
- plastide töötlemine, nt lõikamine, faasimine, treimine, puurimine või keermestamine arvjuhtimisega (CNC) vm seadmetega
- plastmaterjalide painutamine, liimimine või keevitamine
- plastpindade töötlemine, nt graveerimine, liivjugapuhastus, mikrolihvimine, poleerimine
- plastpindade katmine, nt värvimine, lakkimine, metallitamine
Siia klassi kuulub ka:
- metalltorude katmine plastikuga
- plastmahutite ja -torude keevitamine
- plastide metalliseerimine";;metallpindade plastiga katmine, vt 2551;;JAH
22251;2225;Plasttoodete töötlemine ja viimistlemine;"Siia klassi kuuluvad plasttoodete töötlemise ja viimistlemisega seotud üldised tegevused, mida tavaliselt tehakse tasu eest või lepingu alusel:
- plastide töötlemine, nt lõikamine, faasimine, treimine, puurimine või keermestamine arvjuhtimisega (CNC) vm seadmetega
- plastmaterjalide painutamine, liimimine või keevitamine
- plastpindade töötlemine, nt graveerimine, liivjugapuhastus, mikrolihvimine, poleerimine
- plastpindade katmine, nt värvimine, lakkimine, metallitamine
Siia klassi kuulub ka:
- metalltorude katmine plastikuga
- plastmahutite ja -torude keevitamine
- plastide metalliseerimine";;metallpindade plastiga katmine, vt 25511;;JAH
2226;222;Muude plasttoodete tootmine;"Siia klassi kuulub:
- plastist laua- ja kööginõude ning tualett-tarvete tootmine
- mitmesuguste plasttoodete tootmine, nt:
 • plastist peakatted (v.a turvapeakatted), isolatsioonielemendid, valgustite osad, kontori- või koolitarbed, rõivaesemed, mööblitarvikud, kujukesed, ülekande- ja konveierlindid, plastist kingaliistud, plastist sigari- ja sigaretipitsid, kammid, plastist lokirullid, plastist nipsasjad
- polümeersavist toodete tootmine
Siia klassi kuulub ka:
- plastist puhastustarvikute tootmine";;"plastkohvrite tootmine, vt 1512
plastjalatsite tootmine, vt 1520
plastmööbli tootmine, vt 3100
katmata vahtplastist madratsite tootmine, vt 3100
plastist sporditarvete tootmine, vt 3230
plastist mängude ja mänguasjade tootmine, vt 3240
plastist meditsiini- ja hambaravitarvikute tootmine, vt 3250
plastist oftalmoloogiliste toodete tootmine, vt 3250
plastist turvapeakatete vm isikukaitsevahendite tootmine, vt 3299";;JAH
22261;2226;Muude plasttoodete tootmine;"Siia klassi kuulub:
- plastist laua- ja kööginõude ning tualett-tarvete tootmine
- mitmesuguste plasttoodete tootmine, nt: plastist peakatted (v.a turvapeakatted), isolatsioonielemendid, valgustite osad, kontori- või koolitarbed, rõivaesemed, mööblitarvikud, kujukesed, ülekande- ja konveierlindid, plastist kingaliistud, plastist sigari- ja sigaretipitsid, kammid, plastist lokirullid, plastist nipsasjad
- polümeersavist toodete tootmine
Siia klassi kuulub ka:
- plastist puhastustarvikute tootmine";"lampide ja valgustustabloode plastosade tootmine
mööblifurnituuri või sõidukiarmatuuri plastosade jms tootmine
plastist galanteriikaupade tootmine
plastist juukseklambrite ja -pannalde jms tootmine
plastist kujukeste jm dekoratiivesemete tootmine
plastist pildiraamide tootmine
plastist riidepuude, ämbrite, prügikastide, lillepottide tootmine, k.a pesukäsnad
plastist rõivaste (keevisühendusega) ja rõivamanuste, k.a kinnaste ja peakatete tootmine";"plastkohvrite tootmine, vt 15121
plastjalatsite tootmine, vt 15201
plastmööbli tootmine, vt 31001
katmata vahtplastist madratsite tootmine, vt 31002
plastist sporditarvete tootmine, vt 32301
plastist mängude ja mänguasjade tootmine, vt 32401
plastist meditsiini- ja hambaravitarvikute tootmine, vt 3250
plastist oftalmoloogiliste toodete tootmine, vt 32502
plastist turvapeakatete vm isikukaitsevahendite tootmine, vt 32991";;JAH
23;C;Muude mittemetalsetest mineraalidest toodete tootmine;"Siia ossa kuulub ühest mineraalset päritolu toormest toodete tootmine. Siia ossa kuuluvad klaasi ja klaastoodete (nt lehtklaas, klaasanumad, klaaskiud, tehniline klaas), keraamikatoodete, keraamiliste plaatide ja põletatud savist toodete, tsemendi, betooni ja kipsi tootmine toormaterjalist valmistooteni.
Siia ossa kuulub ka vormilõigatud ja viimistletud kivi vm mineraalsete toodete tootmine. 
Siia ossa kuulub ka toodete tootmine komposiitmaterjalist, mille peamiseks koostisosaks on klaas ja mittemetalsed mineraalid, nt liiv, kruus, kivi või savi.";klaasist, keraamikast jms materjalist käsitööesemete valmistamine;;"Eesti E-kaubanduse Liit
Eesti Kaitse- ja Kosmosetööstuse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Kaupmeeste Liit
Eesti Tarneahelate Juhtimise Ühing PROLOG
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
231;23;Klaasi ja klaastoodete tootmine;Siia gruppi kuuluvad mistahes tootmismeetodil saadud klaas ning klaastooted.;;;;EI
2311;231;Lehtklaasi tootmine;"Siia klassi kuulub:
- lehtklaasi tootmine, nt valu- või valtsklaas, tõmmatud või puhutud, lihvitud või poleeritud klaas lehtedena või float-klaasina, matistatud klaas, pinnatud, absorbeeriva, peegeldava või mittepeegeldava kihiga klaas, armeeritud, massis ühtlaselt värvitud või toonitud lehtklaas
Siia klassi kuulub ka:
- tootmisprotsessi osana toimuv vormimine ja töötlemine";;klaasilehtede vormimine ja töötlemine, nt painutamine, graveerimine, lamineerimine, karastamine, vt 2312;;EI
23111;2311;Lehtklaasi tootmine;"Siia klassi kuulub:
- lehtklaasi tootmine, nt valu- või valtsklaas, tõmmatud või puhutud, lihvitud või poleeritud klaas lehtedena või float-klaasina, matistatud klaas, pinnatud, absorbeeriva, peegeldava või mittepeegeldava kihiga klaas, armeeritud, massis ühtlaselt värvitud või toonitud lehtklaas
Siia klassi kuulub ka:
- tootmisprotsessi osana toimuv vormimine ja töötlemine";;klaasilehtede vormimine ja töötlemine, nt painutamine, graveerimine, lamineerimine, karastamine, vt 23121;;EI
2312;231;Lehtklaasi vormimine ja töötlemine;"Siia klassi kuulub:
- painutatud, töödeldud servadega, graveeritud, puuritud või emailitud klaaslehtede või -profiilide tootmine
- karastatud või lamineeritud turvaklaasi tootmine
- klaaspeeglite tootmine
- mitmekihiliste klaaspakettide tootmine
- kaetud klaasi tootmine
- lehtklaasi pinnatöötlus";;"klaasile trükkimine, vt 1812
sõidukipeeglite tootmine, vt 2932";;EI
23121;2312;Lehtklaasi vormimine ja töötlemine;"Siia klassi kuulub:
- painutatud, töödeldud servadega, graveeritud, puuritud või emailitud klaaslehtede või -profiilide tootmine
- karastatud või lamineeritud turvaklaasi tootmine
- klaaspeeglite tootmine
- mitmekihiliste klaaspakettide tootmine
- kaetud klaasi tootmine
- lehtklaasi pinnatöötlus";"klaasi lihvimine
klaasilõikamise teenus
klaaspeeglite viimistlemine
lehtklaasi painutamine, servade töötlemine, graveerimine, puurimine, glasuurimine vm töötlemine";"klaasile trükkimine, vt 18129
sõidukipeeglite tootmine, vt 29321";;EI
2313;231;Klaasanumate tootmine;"Siia klassi kuulub:
- klaasist või kristallist pudelite vm anumate tootmine
- klaasist või kristallist joogiklaaside, laua- ja kööginõude ning muu tarbeklaasi tootmine
Siia klassi kuulub ka:
- vaakumnõude klaaskolbide tootmine
- joogiklaaside kaunistamine lõike- vm mustritega";;"klaasile trükkimine, vt 1812
klaasist mänguasjade tootmine, vt 3240";;JAH
23131;2313;Klaasnõude (v.a klaastaara) ja sisekujunduses vm kasutatavate klaasesemete tootmine;"Siia klassi kuulub:
- klaasist või kristallist joogiklaaside, laua- ja kööginõude ning muu tarbeklaasi tootmine
Siia klassi kuulub ka:
- joogiklaaside kaunistamine lõike- vm mustritega";"akvaariumite tootmine
klaas- või kristallnõude graveerimine, söövitamine ja aursadestusega katmine
klaasist pildiraamide tootmine
klaasist tualett- ja kontoritarvete tootmine
sisekujunduses kasutatavate klaasesemete jms klaastoodete tootmine";"klaasile trükkimine, vt 18129
klaasist mänguasjade tootmine, vt 3240";;JAH
23132;2313;Klaastaara tootmine;"Siia klassi kuulub:
- klaasist või kristallist pudelite vm anumate tootmine
Siia klassi kuulub ka:
- vaakumnõude klaaskolbide tootmine";"klaasist korkide, kaante jm sulgemisvahendite tootmine
klaasist korvpudelite, purkide, kannude jms klaasanumate tootmine kaupade säilitamiseks, pakendamiseks ja transpordiks
klaaskolbide tootmine termospudelite jms jaoks
klaastaara graveerimine, söövitamine ja aursadestusega katmine";"klaasile trükkimine, vt 1812
klaasist mänguasjade tootmine, vt 32401
laborites või farmaatsias kasutatavate klaastoodete tootmine, vt 23159";;JAH
2314;231;Klaaskiutootmine;"Siia klassi kuulub:
- klaasikiudude, k.a klaasvilla ja sellest valmistatud lausmaterjalist toodete tootmine
- klaaskiust toodete tootmine";;"klaaslõngast kanga kudumine, vt 1396
räbuvilla, kivivilla vm mineraalvilla tootmine, vt 2399
kiudoptilise kaabli tootmine andmete või reaalajas kujutiste edastamiseks, vt 2731";;EI
23141;2314;Klaaskiutootmine;"Siia klassi kuulub:
- klaasikiudude, k.a klaasvilla ja sellest valmistatud lausmaterjalist toodete tootmine
- klaaskiust toodete tootmine";klaaskiust vuaali, villaku, mattide, madratsite, plaatide jms lausmaterjali ja esemete tootmine;"klaaslõngast kanga kudumine, vt 13961
räbuvilla, kivivilla vm mineraalvilla tootmine, vt 23991
kiudoptilise kaabli tootmine andmete või reaalajas kujutiste edastamiseks, vt 27311";;EI
2315;231;Muu klaasi tootmine ja töötlemine, sh tehniline klaas;"Siia klassi kuulub:
- laborites, hügieenis või farmaatsias kasutatavate klaastoodete tootmine
- kellaklaasi, optilise klaasi ja optiliselt töötlemata optiliste elementide tootmine
- juveeltoodete imitatsioonides kasutatavate klaastoodete tootmine
- klaasisolaatorite ja klaasist isolatsiooniliitmike tootmine
- lampide klaaskolbide tootmine
- klaasist kujukeste tootmine
- ehitusel kasutatavate klaasist plokkide, telliste, tahvlite ja plaatide tootmine ning kärg- või vahtklaasist plokkide, paneelide, plaatide jms toodete tootmine 
- klaasvarraste ja -torude tootmine
Siia klassi kuulub ka:
- klaasist uste, seinte jms tootmine
- muu klaasi, k.a tehnilise klaasi viimistlemine, nt lõikamine või mehaaniline poleerimine";;"optiliselt töödeldud optiliste elementide tootmine, vt 2670
süstalde vm meditsiinilabori varustuse tootmine, vt 3250";;EI
23151;2315;Klaasist ehitusmaterjalide tootmine;"Siia klassi kuulub:
- ehitusel kasutatavate klaasist plokkide, telliste, tahvlite ja plaatide tootmine ning kärg- või vahtklaasist plokkide, paneelide, plaatide jms toodete tootmine 
Siia klassi kuulub ka:
- klaasist uste, seinte jms tootmine";vitraažklaaside jms klaastoodete tootmine;"optiliselt töödeldud optiliste elementide tootmine, vt 26701
süstalde vm meditsiinilabori varustuse tootmine, vt 32509";;EI
23159;2315;Muude klaastoodete ja tehnilise klaasi tootmine;"Siia klassi kuulub:
- laborites, hügieenis või farmaatsias kasutatavate klaastoodete tootmine
- kellaklaasi, optilise klaasi ja optiliselt töötlemata optiliste elementide tootmine
- juveeltoodete imitatsioonides kasutatavate klaastoodete tootmine
- klaasisolaatorite ja klaasist isolatsiooniliitmike tootmine
- lampide klaaskolbide tootmine
- klaasist kujukeste tootmine
- klaasvarraste ja -torude tootmine
Siia klassi kuulub ka:
- muu klaasi, k.a tehnilise klaasi viimistlemine, nt lõikamine või mehaaniline poleerimine";"elektrilampide, elektronkiiretorude jm avatud klaaskolbide ja nende osade tootmine
klaasist lambikuplite ja -varjude, hajutite, plafoonide jms tootmine
klaasist rohupudelite ja ampullide tootmine kaupade säilitamiseks, pakendamiseks ja transpordiks
prilliklaaside tootmine";"optiliselt töödeldud optiliste elementide tootmine, vt 26701
süstalde vm meditsiinilabori varustuse tootmine, vt 32509";;EI
232;23;Tulekindlate toodete tootmine;;;;;EI
2320;232;Tulekindlate toodete tootmine;"Siia klassi kuulub:
- kaevandatud mittemetalsetest mineraalidest (nt kruusast, kivist, savist) vahetoodete tootmine
- tulekindlate mörtide, betoonide jms tootmine
- tulekindlate keraamikatoodete tootmine, nt 
 • ränimuldsetest fossiiljahudest keraamilised soojusisolatsioonitooted
 • tulekindlad tellised, plokid, plaadid jms
 • retordid, tiiglid, muhvlid, düüsid, tutsid, torud jms
Siia klassi kuulub ka:
- magnesiiti, dolomiiti või kromiiti sisaldavate tulekindlate toodete tootmine";;;;EI
23201;2320;Tulekindlate toodete tootmine;"Siia klassi kuulub:
- kaevandatud mittemetalsetest mineraalidest (nt kruusast, kivist, savist) vahetoodete tootmine
- tulekindlate mörtide, betoonide jms tootmine
Tulekindlate keraamikatoodete tootmine, nt 
- ränimuldsetest fossiiljahudest keraamilised soojusisolatsioonitooted
- tulekindlad tellised, plokid, plaadid jms
- retordid, tiiglid, muhvlid, düüsid, tutsid, torud jms
Siia klassi kuulub ka:
- magnesiiti, dolomiiti või kromiiti sisaldavate tulekindlate toodete tootmine";;;;EI
233;23;Savist ehitusmaterjalide tootmine;;;;;EI
2331;233;Keraamiliste kivide ja plaatide tootmine;"Siia klassi kuulub:
- mittetulekindlate keraamiliste kolde- või seinaplaatide, mosaiikkivide jms tootmine
- mittetulekindlate keraamiliste teekatteplaatide ja sillutise tootmine";;"tulekindlate keraamikatoodete tootmine, vt 2320
keraamiliste telliste ja katusekivide tootmine, vt 2332
ehitusel kasutatavate tehiskivist toodete tootmine, vt 2361";;EI
23311;2331;Keraamiliste kivide ja plaatide tootmine;"Siia klassi kuulub:
- mittetulekindlate keraamiliste kolde- või seinaplaatide, mosaiikkivide jms tootmine
- mittetulekindlate keraamiliste teekatteplaatide ja sillutise tootmine";;"tulekindlate keraamikatoodete tootmine, vt 23201
keraamiliste telliste ja katusekivide tootmine, vt 23321
ehitusel kasutatavate tehiskivist toodete tootmine, vt 23619";;EI
2332;233;Põletatud savist telliste, kivide ja muude ehitustoodete tootmine;"Siia klassi kuulub:
- põletatud savist mittetulekindlate ehitusmaterjalide, nt keraamiliste telliste, katusekivide, korstnakübarate, torude, liitmike tootmine
- põletatud savist põrandaplaatide tootmine";;"tulekindlate keraamikatoodete tootmine, vt 2320
mittetulekindlate keraamikatoodete, v.a keraamiliste ehitusmaterjalide tootmine, vt 234";;EI
23321;2332;Põletatud savist telliste, kivide ja muude ehitustoodete tootmine;"Siia klassi kuulub:
- põletatud savist mittetulekindlate ehitusmaterjalide, nt keraamiliste telliste, katusekivide, korstnakübarate, torude, liitmike tootmine
- põletatud savist põrandaplaatide tootmine";"keraamiliste arhitektuursete dekoratiivelementide jm keraamiliste ehitusdetailide tootmine
keraamiliste katusekivide tootmine
keraamiliste korstnakatete ja -kübarate, lõõrivoodrite tootmine
keraamiliste torude, kaablikanalite, katuserennide, toruliitmike jms tootmine
põletatud savist põrandapaneelide tootmine";"tulekindlate keraamikatoodete tootmine, vt 23201
mittetulekindlate keraamikatoodete, v.a keraamiliste ehitusmaterjalide tootmine, vt 234";;EI
234;23;Muude portselan- ja keraamikatoodete tootmine;Siia gruppi kuulub kaevandatud mittemetalsetest mineraalidest, nt liivast, kruusast, kivist või savist valmistoodete tootmine.;;;;EI
2341;234;Kodu- ja ehiskeraamika tootmine;"Siia klassi kuulub:
- keraamiliste laua- ja kööginõude, majapidamistarvete, tualett-tarvete, kujukeste vm keraamiliste dekoratiivesemete tootmine, nt portselanist või fajansist tooted, madal- ja kõrgkuumuskeraamika, jämekeraamika, peenkeraamika";;"juveeltoodete imitatsioonide tootmine, vt 3213
keraamiliste mänguasjade tootmine, vt 3240";;JAH
23411;2341;Kodu- ja ehiskeraamika tootmine;"Siia klassi kuulub:
- keraamiliste laua- ja kööginõude, majapidamistarvete, tualett-tarvete, kujukeste vm keraamiliste dekoratiivesemete tootmine, nt portselanist või fajansist tooted, madal- ja kõrgkuumuskeraamika, jämekeraamika, peenkeraamika";keraamiliste pildiraamide tootmine;"juveeltoodete imitatsioonide tootmine, vt 32131
keraamiliste mänguasjade tootmine, vt 32401";;JAH
2342;234;Keraamiliste sanitaarseadmete tootmine;"Siia klassi kuulub:
- keraamiliste sanitaarseadmete, nt valamute, kraanikausside, valamualuste, vannide, bideede, WC-pottide, loputuskastide jms tootmine";;"tulekindlate keraamikatoodete tootmine, vt 2320
keraamiliste ehitusmaterjalide tootmine, vt 233";;EI
23421;2342;Keraamiliste sanitaarseadmete tootmine;"Siia klassi kuulub:
- keraamiliste sanitaarseadmete, nt valamute, kraanikausside, valamualuste, vannide, bideede, WC-pottide, loputuskastide jms tootmine";;"tulekindlate keraamikatoodete tootmine, vt 23201
keraamiliste ehitusmaterjalide tootmine, vt 233";;EI
2343;234;Keraamiliste isolaatorite ja isolatsioonielementide tootmine;"Siia klassi kuulub:
- keraamiliste elektriisolaatorite ja elektriisolatsioonielementide tootmine";;tulekindlate keraamikatoodete tootmine, vt 2320;;EI
23431;2343;Keraamiliste isolaatorite ja isolatsioonielementide tootmine;"Siia klassi kuulub:
- keraamiliste elektriisolaatorite ja elektriisolatsioonielementide tootmine";metallosadega keraamiliste elektriisolaatorite tootmine elektriõhuliinidele või kontaktvõrgule;tulekindlate keraamikatoodete tootmine, vt 23201;;EI
2344;234;Muu tehnilise keraamika tootmine;"Siia klassi kuulub:
- muust materjalist kui metallist, nt aglomeeritud ferriidist, püsimagnetite ning pärast magnetiseerimist püsimagnetitena kasutamiseks ettenähtud toodete tootmine
- keraamiliste laboritarvete, keemiatööstustarvete vm tehnilise otstarbega keraamika tootmine";;"tulekindlate keraamikatoodete tootmine, vt 2320
keraamiliste ehitusmaterjalide tootmine, vt 233
tehiskivi, nt valumarmori tootmine, vt 2366";;EI
23441;2344;Muu tehnilise keraamika tootmine;"Siia klassi kuulub:
- muust materjalist kui metallist, nt aglomeeritud ferriidist, püsimagnetite ning pärast magnetiseerimist püsimagnetitena kasutamiseks ettenähtud toodete tootmine
- keraamiliste laboritarvete, keemiatööstustarvete vm tehnilise otstarbega keraamika tootmine";;"tulekindlate keraamikatoodete tootmine, vt 23201
keraamiliste ehitusmaterjalide tootmine, vt 233
tehiskivi, nt valumarmori tootmine, vt 23661";;EI
2345;234;Muu keraamika tootmine;"Siia klassi kuulub:
- kaupade veoks või pakkimiseks mõeldud keraamiliste pottide, purkide jms keraamika tootmine
- põllumajanduses kasutatavate keraamiliste rennide, torude, künade vm mahutite tootmine
- mujal liigitamata keraamika tootmine";;"keraamiliste sanitaarseadmete tootmine, vt 2342
kunsthammaste tootmine, vt 3250";;JAH
23451;2345;Muu keraamika tootmine;"Siia klassi kuulub:
- kaupade veoks või pakkimiseks mõeldud keraamiliste pottide, purkide jms keraamika tootmine
- põllumajanduses kasutatavate keraamiliste rennide, torude, künade vm mahutite tootmine
- mujal liigitamata keraamika tootmine";"portselanist mujal liigitamata keraamika tootmine
tavalisest savist mujal liigitamata keraamika tootmine";"keraamiliste sanitaarseadmete tootmine, vt 23421
kunsthammaste tootmine, vt 32501";;JAH
235;23;Tsemendi-, lubja- ja kipsitootmine;;;;;EI
2351;235;Tsemenditootmine;"Siia klassi kuulub:
- tsemendiklinkri ja hüdraulilise tsemendi, k.a portlandtsemendi, aluminaattsemendi, räbutsemendi, supersulfaattsemendi ja sarnaste hüdrauliliste tsementide tootmine, olenemata sellest, kas need on värvitud või klinkri kujul";;"tulekindla mördi, betooni jms tootmine, vt 2320
valmis- ja kuivbetooni ja -mörtide tootmine, vt 2363, 2364
tsementtoodete tootmine, vt 2365, 2366
hambatsemendi tootmine, vt 3250";;EI
23511;2351;Tsemenditootmine;"Siia klassi kuulub:
- tsemendiklinkri ja hüdraulilise tsemendi, k.a portlandtsemendi, aluminaattsemendi, räbutsemendi, supersulfaattsemendi ja sarnaste hüdrauliliste tsementide tootmine, olenemata sellest, kas need on värvitud või klinkri kujul";;"tulekindla mördi, betooni jms tootmine, vt 23201
valmis- ja kuivbetooni ja -mörtide tootmine, vt 23631, 23641
tsementtoodete tootmine, vt 23651, 23661
hambatsemendi tootmine, vt 32501";;EI
2352;235;Lubja- ja kipsitootmine;"Siia klassi kuulub:
- kustutamata, kustutatud ja hüdraulilise lubja tootmine
- kaltsineeritud kipsist või kaltsiumsulfaadist kipskrohvisegude tootmine
Siia klassi kuulub ka:
- kaltsineeritud või paagutatud dolomiidi tootmine";;"puhta kaltsiumoksiidi ja kaltsiumhüdroksiidi tootmine, vt 2012
kipstoodete tootmine, vt 2362, 2366";;EI
23521;2352;Lubja- ja kipsitootmine;"Siia klassi kuulub:
- kustutamata, kustutatud ja hüdraulilise lubja tootmine
- kaltsineeritud kipsist või kaltsiumsulfaadist kipskrohvisegude tootmine
Siia klassi kuulub ka:
- kaltsineeritud või paagutatud dolomiidi tootmine";;"puhta kaltsiumoksiidi ja kaltsiumhüdroksiidi tootmine, vt 20121
kipstoodete tootmine, vt 23621, 23661";;EI
236;23;Betoon-, tsement- ja kipstoodete tootmine;;;;;EI
2361;236;Betoonist ehitustoodete tootmine;"Siia klassi kuulub:
- ehituses kasutatavate valmistoodete tootmine betoonist, tsemendist või tehiskivist:
 • plaadid, ehitusplokid, tellised, lauad, lehed, paneelid, torud, postid jms
- tsemendist, betoonist või ehituskivist kokkupandavate konstruktsioonide või ehitusdetailide tootmine hoonete ja rajatiste ehitamiseks, liikluse korraldamiseks või piiramiseks
- tehases telliskivielementide tootmine kokkupandavate konstruktsioonide ehitamiseks nt maastikukujunduses, tugimüüride rajamiseks, reo- ja sadeveesüsteemide ning maa-aluste kommunikatsioonide ehitamisel 
- tehases betoonelementide valmistamine
- monteeritavate betoontorude tootmine joogivee jaoks
Siia klassi kuulub ka:
- silikaatmüürikivide tootmine
- autoklaavitud poorbetoonist müürikivide tootmine";;muude betoonist, tsemendist ja kipsist toodete tootmine, mis ei ole mõeldud ehituses kasutamiseks, vt 2366;;JAH
23611;2361;Kokkupandavate betoonehitiste ja nende elementide tootmine;"Siia klassi kuulub:
- tehases telliskivielementide tootmine kokkupandavate konstruktsioonide ehitamiseks, nt maastikukujunduses, tugimüüride rajamiseks, reo- ja sadeveesüsteemide ning maa-aluste kommunikatsioonide ehitamisel 
- tehases betoonelementide valmistamine";"betoonist, tsemendist või tehiskivist ehituskonstruktsioonielementide tootmine
kokkupandavate või -monteeritavate betoonehitiste tootmine (nt elamud, garaažid, kauplused jms)";betoonist valmisehitiste kokkupanek ja paigaldus ehitusplatsil, vt 41001;;JAH
